place,type_of_meteorite,subgroup_of_meteorite,group_of_meteorite,mass_g,fell_found01,fell_found,year,longitude,latitude
LV 036,CK4,Chondrite,Stony,2.48,1,Found,2004,-116.95638,34.48793
LEW 87250,CK4,Chondrite,Stony,1.7,1,Found,1987,161.40096,-84.34038
QUE 99675,CK4,Chondrite,Stony,1.7,1,Found,1999,168,-84
QUE 99676,CK4,Chondrite,Stony,1.7,1,Found,1999,168,-84
QUE 99678,CK4,Chondrite,Stony,1.6,1,Found,1999,168,-84
LV 098,CK4,Chondrite,Stony,1.5,1,Found,2008,-116.95595,34.48703
QUE 99677,CK4,Chondrite,Stony,1.3,1,Found,1999,168,-84
LV 035,CK4,Chondrite,Stony,0.92,1,Found,2004,-116.95837,34.4868
LV 037,CK4,Chondrite,Stony,0.9,1,Found,2004,-116.95223,34.48887
LEW 87214,CK4,Chondrite,Stony,0.4,1,Found,1987,161.25252,-84.34242
NWA 765,CK4/5,Chondrite,Stony,767,1,Found,2000,-4.51667,31.56667
DaG 275,CK4/5,Chondrite,Stony,492,1,Found,1997,16.08967,27.36233
Y-693,CK4/5,Chondrite,Stony,150,1,Found,1969,35.66667,-71.5
PCA 82500,CK4/5,Chondrite,Stony,90.9,1,Found,1982,-68.80758,-85.68566
DaG 250,CK4/5,Chondrite,Stony,57,1,Found,1997,16.25417,27.21833
Sleeper Camp 019,CK4/5,Chondrite,Stony,11.5,1,Found,1993,126.35,-30.10517
DaG 1030,CK4/5,Chondrite,Stony,10.09,1,Found,1998,16.25,27.22167
Tnz 057,CK4-an,Chondrite,Stony,5400,1,Found,2002,0.15,25.26667
Maralinga,CK4-an,Chondrite,Stony,3388,1,Found,1974,131.26667,-30.3
EET 92002,CK5,Chondrite,Stony,1041,1,Found,1992,155.79752,-76.02353
DaG 412,CK5,Chondrite,Stony,946,1,Found,1998,16.08833,27.347
Y-82102,CK5,Chondrite,Stony,316.18,1,Found,1982,35.66667,-71.5
El M??dano 056,CK5,Chondrite,Stony,180,1,Found,2011,-70.53333,-24.85
EET 90007,CK5,Chondrite,Stony,131,1,Found,1990,156.37091,-76.28651
A-881277,CK5,Chondrite,Stony,129.57,1,Found,1988,26,-72
EET 87526,CK5,Chondrite,Stony,88.2,1,Found,1987,156.45119,-76.29109
Y-82103,CK5,Chondrite,Stony,87.7,1,Found,1982,35.66667,-71.5
EET 90015,CK5,Chondrite,Stony,86.8,1,Found,1990,156.41119,-76.29145
EET 90026,CK5,Chondrite,Stony,61.5,1,Found,1990,156.45353,-76.29226
EET 90004,CK5,Chondrite,Stony,56.7,1,Found,1990,156.45971,-76.28837
EET 90001,CK5,Chondrite,Stony,53.2,1,Found,1990,156.44076,-76.29387
EET 90025,CK5,Chondrite,Stony,45.8,1,Found,1990,156.39926,-76.282
Y-82105,CK5,Chondrite,Stony,45.4,1,Found,1982,35.66667,-71.5
EET 90016,CK5,Chondrite,Stony,45.1,1,Found,1990,156.43482,-76.29026
EET 90005,CK5,Chondrite,Stony,42.3,1,Found,1990,156.43989,-76.2719
EET 90008,CK5,Chondrite,Stony,40,1,Found,1990,156.39653,-76.27843
EET 90013,CK5,Chondrite,Stony,36.3,1,Found,1990,156.41261,-76.27975
EET 87507,CK5,Chondrite,Stony,36.2,1,Found,1987,156.45678,-76.27981
EET 87529,CK5,Chondrite,Stony,35.7,1,Found,1987,156.4552,-76.28527
EET 87514,CK5,Chondrite,Stony,33.6,1,Found,1987,156.48615,-76.26669
EET 90023,CK5,Chondrite,Stony,31.5,1,Found,1990,156.41038,-76.27507
EET 90018,CK5,Chondrite,Stony,31.4,1,Found,1990,156.4519,-76.2885
EET 90028,CK5,Chondrite,Stony,31.3,1,Found,1990,156.47035,-76.28025
EET 90003,CK5,Chondrite,Stony,30.8,1,Found,1990,156.411,-76.29145
A-880718,CK5,Chondrite,Stony,30.18,1,Found,1988,26,-72
EET 90009,CK5,Chondrite,Stony,30.1,1,Found,1990,156.40267,-76.28169
EET 90002,CK5,Chondrite,Stony,28,1,Found,1990,156.39567,-76.27929
EET 90006,CK5,Chondrite,Stony,23.9,1,Found,1990,156.44781,-76.28523
EET 87519,CK5,Chondrite,Stony,23.2,1,Found,1987,156.43938,-76.28341
EET 90036,CK5,Chondrite,Stony,21.2,1,Found,1990,156.41939,-76.27931
EET 90014,CK5,Chondrite,Stony,20.8,1,Found,1990,156.43303,-76.28547
EET 90049,CK5,Chondrite,Stony,18,1,Found,1990,156.40313,-76.28143
QUE 99680,CK5,Chondrite,Stony,15.7,1,Found,1999,168,-84
EET 90017,CK5,Chondrite,Stony,15.6,1,Found,1990,156.41451,-76.27159
EET 90022,CK5,Chondrite,Stony,15.5,1,Found,1990,156.45721,-76.28573
EET 83311,CK5,Chondrite,Stony,15.3,1,Found,1983,157.19694,-76.27472
EET 90042,CK5,Chondrite,Stony,14.2,1,Found,1990,156.47219,-76.27972
EET 87508,CK5,Chondrite,Stony,13.4,1,Found,1987,156.45306,-76.28142
EET 90040,CK5,Chondrite,Stony,13.1,1,Found,1990,156.48818,-76.27377
EET 90048,CK5,Chondrite,Stony,12.4,1,Found,1990,156.46319,-76.28612
EET 90044,CK5,Chondrite,Stony,11.5,1,Found,1990,156.43656,-76.27068
EET 90052,CK5,Chondrite,Stony,10.7,1,Found,1990,156.42732,-76.27941
EET 87525,CK5,Chondrite,Stony,10.3,1,Found,1987,156.45602,-76.2829
EET 90010,CK5,Chondrite,Stony,10,1,Found,1990,156.43993,-76.28287
Y-82104,CK5,Chondrite,Stony,9.83,1,Found,1982,35.66667,-71.5
EET 90234,CK5,Chondrite,Stony,8.5,1,Found,1990,156.40993,-76.26577
EET 90428,CK5,Chondrite,Stony,7.3,1,Found,1990,156.35,-76.29299
EET 90045,CK5,Chondrite,Stony,6.6,1,Found,1990,156.48896,-76.2766
EET 90991,CK5,Chondrite,Stony,6.6,1,Found,1990,156.45692,-76.27151
EET 90027,CK5,Chondrite,Stony,6.2,1,Found,1990,156.42087,-76.27075
EET 87527,CK5,Chondrite,Stony,5.8,1,Found,1987,156.50174,-76.27543
EET 90039,CK5,Chondrite,Stony,5.8,1,Found,1990,156.51525,-76.27893
EET 90038,CK5,Chondrite,Stony,5.5,1,Found,1990,156.49053,-76.27343
EET 90046,CK5,Chondrite,Stony,5.3,1,Found,1990,156.51583,-76.26589
EET 90050,CK5,Chondrite,Stony,4.1,1,Found,1990,156.4887,-76.26568
QUE 99681,CK5,Chondrite,Stony,4,1,Found,1999,168,-84
LV 094,CK5,Chondrite,Stony,3.5,1,Found,2008,-116.96147,34.48712
LV 099,CK5,Chondrite,Stony,3.2,1,Found,2008,-116.96055,34.48733
QUE 93007,CK5,Chondrite,Stony,3.1,1,Found,1993,162.14133,-84.60512
EET 90041,CK5,Chondrite,Stony,2.2,1,Found,1990,156.44016,-76.28809
EET 90035,CK5,Chondrite,Stony,1.3,1,Found,1990,156.50532,-76.26583
LV 095,CK5,Chondrite,Stony,1.1,1,Found,2008,-116.9592,34.48657
LV 100,CK5,Chondrite,Stony,0.8,1,Found,2008,-116.96065,34.48738
EET 87860,CK5/6,Chondrite,Stony,32.8,1,Found,1987,156.48865,-76.28245
Y-82191,CK6,Chondrite,Stony,147.52,1,Found,1982,35.66667,-71.5
LEW 87009,CK6,Chondrite,Stony,50.5,1,Found,1987,161.29148,-84.35688
Bi'r Tazit,CK6,Chondrite,Stony,46,1,Found,1998,12.37117,25.57117
A-881725,CK6,Chondrite,Stony,33.27,1,Found,1988,26,-72
A-87127,CK6,Chondrite,Stony,19.12,1,Found,1987,26,-72
A-881452,CK6,Chondrite,Stony,12.77,1,Found,1988,26,-72
Moapa Valley,CM1,Chondrite,Stony,698.8,1,Found,2004,-114.42694,36.55722
MET 01070,CM1,Chondrite,Stony,40.6,1,Found,2001,159.75,-79.68333
ALH 88045,CM1,Chondrite,Stony,18,1,Found,1988,159.09493,-76.70495
MET 01073,CM1,Chondrite,Stony,15.7,1,Found,2001,159.75,-79.68333
MET 01079,CM1,Chondrite,Stony,11.5,1,Found,2001,159.75,-79.68333
LAP 02277,CM1,Chondrite,Stony,7.76,1,Found,2002,-70,-86.36667
EET 83334,CM1,Chondrite,Stony,2.5,1,Found,1983,157.27278,-76.30194
GRO 95645,CM1,Chondrite,Stony,2.42,1,Found,1995,175,-85.66667
LAP 02422,CM1,Chondrite,Stony,1.99,1,Found,2002,-70,-86.36667
ALH 83100,CM1/2,Chondrite,Stony,3019,1,Found,1983,159.66667,-76.71667
Y-82042,CM1/2,Chondrite,Stony,37.08,1,Found,1982,35.66667,-71.5
EET 90047,CM1/2,Chondrite,Stony,1.2,1,Found,1990,156.49442,-76.26535
Murchison,CM2,Chondrite,Stony,100000,0,Fell,1969,145.2,-36.61667
Murray,CM2,Chondrite,Stony,12600,0,Fell,1950,-88.1,36.6
Mighei,CM2,Chondrite,Stony,8000,0,Fell,1889,30.96667,48.06667
Cold Bokkeveld,CM2,Chondrite,Stony,5200,0,Fell,1838,19.38333,-33.13333
Nogoya,CM2,Chondrite,Stony,4000,0,Fell,1879,-59.83333,-32.36667
LON 94101,CM2,Chondrite,Stony,2805,1,Found,1994,152.83333,-81.33333
ALH 83102,CM2,Chondrite,Stony,1786.2,1,Found,1983,157.15458,-77.04164
QUE 97003,CM2,Chondrite,Stony,1384.3,1,Found,1997,168,-84
Boriskino,CM2,Chondrite,Stony,1342,0,Fell,1930,52.48333,54.23333
Tnz 082,CM2,Chondrite,Stony,1012,1,Found,2003,-0.43427,24.81727
LON 94102,CM2,Chondrite,Stony,941.6,1,Found,1994,152.83333,-81.33333
EET 96029,CM2,Chondrite,Stony,848.28,1,Found,1996,157.16667,-76.18333
Acfer 331,CM2,Chondrite,Stony,750,1,Found,2001,4.01667,27.58333
Banten,CM2,Chondrite,Stony,629,0,Fell,1933,106,-6.33333
Sayama,CM2,Chondrite,Stony,430,0,Fell,1986,139.4,35.86667
Dho 735,CM2,Chondrite,Stony,381,1,Found,2002,54.78,19.06833
Y-793321,CM2,Chondrite,Stony,379.73,1,Found,1979,35.66667,-71.5
Haripura,CM2,Chondrite,Stony,315,0,Fell,1921,75.78333,28.38333
LEW 90500,CM2,Chondrite,Stony,294.7,1,Found,1990,161.51972,-84.29139
Pollen,CM2,Chondrite,Stony,253.6,0,Fell,1942,14.015,66.34833
GRA 98005,CM2,Chondrite,Stony,202.9,1,Found,1998,-141.5,-86.71667
LEW 85311,CM2,Chondrite,Stony,199.5,1,Found,1985,161.46,-84.2698
WIS 91600,CM2,Chondrite,Stony,184.1,1,Found,1991,-124.2156,-86.5379
Y-791198,CM2,Chondrite,Stony,179.77,1,Found,1979,35.66667,-71.5
MAC 88100,CM2,Chondrite,Stony,177.3,1,Found,1988,160.5,-84.21667
Kivesvaara,CM2,Chondrite,Stony,164,1,Found,1968,27.56667,64.45
Y-74662,CM2,Chondrite,Stony,150.9,1,Found,1974,36.18611,-71.80583
ALH 84044,CM2,Chondrite,Stony,147.4,1,Found,1984,157.07145,-77.04295
EET 96016,CM2,Chondrite,Stony,132.1,1,Found,1996,157.16667,-76.18333
LAP 02333,CM2,Chondrite,Stony,131.4,1,Found,2002,-70,-86.36667
ALH 85013,CM2,Chondrite,Stony,130.4,1,Found,1985,156.46268,-76.89057
ALH 84029,CM2,Chondrite,Stony,119.8,1,Found,1984,157.07331,-77.04239
Erakot,CM2,Chondrite,Stony,113,0,Fell,1940,81.89167,19.03333
WIS 91608,CM2,Chondrite,Stony,106.7,1,Found,1991,-123.97255,-86.52308
Nawapali,CM2,Chondrite,Stony,105,0,Fell,1890,83.66667,21.25
DaG 557,CM2,Chondrite,Stony,97,1,Found,1997,16.35183,27.211
Y-82098,CM2,Chondrite,Stony,94.48,1,Found,1982,35.66667,-71.5
LAP 02336,CM2,Chondrite,Stony,85.56,1,Found,2002,-70,-86.36667
ALH 85007,CM2,Chondrite,Stony,82,1,Found,1985,156.88223,-76.90541
Crescent,CM2,Chondrite,Stony,78.4,0,Fell,1936,-97.58333,35.95
Y-82054,CM2,Chondrite,Stony,76.34,1,Found,1982,35.66667,-71.5
LEW 87022,CM2,Chondrite,Stony,75.4,1,Found,1987,161.29695,-84.34387
PCA 02010,CM2,Chondrite,Stony,70.8,1,Found,2002,-68.7,-85.63333
Y-791191,CM2,Chondrite,Stony,70.08,1,Found,1979,35.66667,-71.5
EET 87522,CM2,Chondrite,Stony,68.6,1,Found,1987,156.51352,-76.26807
QUE 97990,CM2,Chondrite,Stony,67.3,1,Found,1997,168,-84
ALH 84033,CM2,Chondrite,Stony,60.4,1,Found,1984,158.8388,-76.74378
Santa Cruz,CM2,Chondrite,Stony,60,0,Fell,1939,-99.33333,24.16667
Y-86695,CM2,Chondrite,Stony,59.59,1,Found,1986,35.66667,-71.5
PCA 02012,CM2,Chondrite,Stony,58.9,1,Found,2002,-68.7,-85.63333
A-881458,CM2,Chondrite,Stony,56.84,1,Found,1988,26,-72
LEW 85309,CM2,Chondrite,Stony,54.1,1,Found,1985,161.68055,-84.28258
El-Quss Abu Said,CM2,Chondrite,Stony,53.1,1,Found,1999,27.96467,27.31417
QUE 99038,CM2,Chondrite,Stony,52.7,1,Found,1999,168,-84
GRA 98074,CM2,Chondrite,Stony,51.9,1,Found,1998,-141.5,-86.71667
PCA 91008,CM2,Chondrite,Stony,51.7,1,Found,1991,-69.07762,-85.67782
ALH 84042,CM2,Chondrite,Stony,51.3,1,Found,1984,157.07299,-77.04288
A-881280,CM2,Chondrite,Stony,48.47,1,Found,1988,26,-72
Y-793595,CM2,Chondrite,Stony,48.22,1,Found,1979,35.66667,-71.5
TIL 91722,CM2,Chondrite,Stony,47.4,1,Found,1991,-94.60757,-85.1579
ALH 85009,CM2,Chondrite,Stony,46.6,1,Found,1985,156.14036,-76.83697
LEW 88001,CM2,Chondrite,Stony,44.9,1,Found,1988,161.44985,-84.27547
ALH 84034,CM2,Chondrite,Stony,44.1,1,Found,1984,157.0721,-77.03948
LEW 87148,CM2,Chondrite,Stony,42.5,1,Found,1987,161.22363,-84.36293
EET 96006,CM2,Chondrite,Stony,42.2,1,Found,1996,157.16667,-76.18333
LAP 02239,CM2,Chondrite,Stony,39.3,1,Found,2002,-70,-86.36667
MET 00432,CM2,Chondrite,Stony,38.9,1,Found,2000,155.75,-79.68333
MET 01072,CM2,Chondrite,Stony,38.5,1,Found,2001,159.75,-79.68333
MAC 88176,CM2,Chondrite,Stony,37.9,1,Found,1988,160.5,-84.21667
A-881655,CM2,Chondrite,Stony,36.64,1,Found,1988,26,-72
A-881594,CM2,Chondrite,Stony,35.74,1,Found,1988,26,-72
PCA 91084,CM2,Chondrite,Stony,34.4,1,Found,1991,-69.08277,-85.67649
ALH 84051,CM2,Chondrite,Stony,34.3,1,Found,1984,157.07174,-77.03939
A-881334,CM2,Chondrite,Stony,34.05,1,Found,1988,26,-72
ALH 84039,CM2,Chondrite,Stony,32.8,1,Found,1984,156.95714,-76.89316
QUE 99355,CM2,Chondrite,Stony,32.4,1,Found,1999,168,-84
ALH 85008,CM2,Chondrite,Stony,32.1,1,Found,1985,156.14151,-76.83662
LEW 85312,CM2,Chondrite,Stony,31.7,1,Found,1985,161.44788,-84.27313
MET 01075,CM2,Chondrite,Stony,29.9,1,Found,2001,159.75,-79.68333
ALH 84049,CM2,Chondrite,Stony,29.4,1,Found,1984,157.07117,-77.03955
Y-791825,CM2,Chondrite,Stony,29.15,1,Found,1979,35.66667,-71.5
ALH 84040,CM2,Chondrite,Stony,28.7,1,Found,1984,157.0719,-77.0397
GRO 85202,CM2,Chondrite,Stony,27.2,1,Found,1985,175,-85.66667
Y-86686,CM2,Chondrite,Stony,26.99,1,Found,1986,35.66667,-71.5
LAP 02349,CM2,Chondrite,Stony,26.01,1,Found,2002,-70,-86.36667
Maribo,CM2,Chondrite,Stony,25.81,0,Fell,2009,11.46745,54.76183
ALH 82100,CM2,Chondrite,Stony,24.3,1,Found,1982,156.93841,-76.97691
LAP 02269,CM2,Chondrite,Stony,24.24,1,Found,2002,-70,-86.36667
MCY 92500,CM2,Chondrite,Stony,23.4,1,Found,1992,162,-76.96667
MET 00431,CM2,Chondrite,Stony,23.4,1,Found,2000,155.75,-79.68333
Y-791824,CM2,Chondrite,Stony,23.28,1,Found,1979,35.66667,-71.5
QUE 99113,CM2,Chondrite,Stony,23.2,1,Found,1999,168,-84
ALH 83106,CM2,Chondrite,Stony,22.3,1,Found,1983,156.90753,-76.96393
Y-794080,CM2,Chondrite,Stony,21.11,1,Found,1979,35.66667,-71.5
MAC 88101,CM2,Chondrite,Stony,20.9,1,Found,1988,160.5,-84.21667
MET 00633,CM2,Chondrite,Stony,20.44,1,Found,2000,155.75,-79.68333
QUE 97077,CM2,Chondrite,Stony,20,1,Found,1997,168,-84
ALHA77306,CM2,Chondrite,Stony,19.9,1,Found,1977,159.66667,-76.71667
EET 96017,CM2,Chondrite,Stony,19.9,1,Found,1996,157.16667,-76.18333
EET 90021,CM2,Chondrite,Stony,19.6,1,Found,1990,156.4562,-76.26811
MET 01078,CM2,Chondrite,Stony,19.5,1,Found,2001,159.75,-79.68333
ALH 84054,CM2,Chondrite,Stony,19.4,1,Found,1984,158.81318,-76.7406
EET 83389,CM2,Chondrite,Stony,19.2,1,Found,1983,157.24055,-76.29944
ALH 85005,CM2,Chondrite,Stony,18.9,1,Found,1985,156.9358,-76.9776
EET 96019,CM2,Chondrite,Stony,18.9,1,Found,1996,157.16667,-76.18333
MET 01077,CM2,Chondrite,Stony,18.9,1,Found,2001,159.75,-79.68333
ALH 84043,CM2,Chondrite,Stony,16.8,1,Found,1984,157.07239,-77.03954
LEW 87016,CM2,Chondrite,Stony,16.8,1,Found,1987,161.08333,-84.28333
Lookout Hill,CM2,Chondrite,Stony,16.6,1,Found,1976,128.80583,-30.09056
Y-794078,CM2,Chondrite,Stony,16.53,1,Found,1979,35.66667,-71.5
EET 96010,CM2,Chondrite,Stony,16.3,1,Found,1996,157.16667,-76.18333
Y-86693,CM2,Chondrite,Stony,16.17,1,Found,1986,35.66667,-71.5
Dho 955,CM2,Chondrite,Stony,16,1,Found,2003,54.75333,19.055
EET 96098,CM2,Chondrite,Stony,15.3,1,Found,1996,157.16667,-76.18333
QUE 99886,CM2,Chondrite,Stony,15.3,1,Found,1999,168,-84
MAC 02535,CM2,Chondrite,Stony,14.4,1,Found,2002,160.5,-84.21667
LAP 02308,CM2,Chondrite,Stony,14.15,1,Found,2002,-70,-86.36667
ALHA81002,CM2,Chondrite,Stony,14,1,Found,1981,159.32783,-76.66011
ALH 84191,CM2,Chondrite,Stony,14,1,Found,1984,158.32775,-76.82219
QUE 97005,CM2,Chondrite,Stony,13.9,1,Found,1997,168,-84
Y-793586,CM2,Chondrite,Stony,13.84,1,Found,1979,35.66667,-71.5
ALH 99500,CM2,Chondrite,Stony,13.6,1,Found,1999,159.66667,-76.71667
Y-793601,CM2,Chondrite,Stony,13.49,1,Found,1979,35.66667,-71.5
MET 00639,CM2,Chondrite,Stony,13.43,1,Found,2000,155.75,-79.68333
QUE 93005,CM2,Chondrite,Stony,13.4,1,Found,1993,162.02102,-84.623
EET 96097,CM2,Chondrite,Stony,12.9,1,Found,1996,157.16667,-76.18333
EET 96096,CM2,Chondrite,Stony,12.7,1,Found,1996,157.16667,-76.18333
ALH 84048,CM2,Chondrite,Stony,12.6,1,Found,1984,157.07256,-77.03936
ALH 84031,CM2,Chondrite,Stony,12.5,1,Found,1984,157.07356,-77.03891
Y-86696,CM2,Chondrite,Stony,12.34,1,Found,1986,35.66667,-71.5
Y-794081,CM2,Chondrite,Stony,11.91,1,Found,1979,35.66667,-71.5
EET 83250,CM2,Chondrite,Stony,11.5,1,Found,1983,157.17611,-76.30361
ALH 84045,CM2,Chondrite,Stony,11.4,1,Found,1984,157.07162,-77.03943
QUE 94734,CM2,Chondrite,Stony,11.2,1,Found,1994,168,-84
MET 00433,CM2,Chondrite,Stony,10.9,1,Found,2000,155.75,-79.68333
Y-791190,CM2,Chondrite,Stony,10.88,1,Found,1979,35.66667,-71.5
MET 00630,CM2,Chondrite,Stony,10.8,1,Found,2000,155.75,-79.68333
ALH 85011,CM2,Chondrite,Stony,10.7,1,Found,1985,156.16645,-76.82728
Y-74642,CM2,Chondrite,Stony,10.6,1,Found,1974,35.90833,-71.70278
MAC 02701,CM2,Chondrite,Stony,10.11,1,Found,2002,160.5,-84.21667
Dho 1277,CM2,Chondrite,Stony,10,1,Found,2005,54.41883,19.18067
PCA 02050,CM2,Chondrite,Stony,9.78,1,Found,2002,-68.7,-85.63333
Y-86690,CM2,Chondrite,Stony,9.5,1,Found,1986,35.66667,-71.5
EET 96012,CM2,Chondrite,Stony,9.4,1,Found,1996,157.16667,-76.18333
Y-86039,CM2,Chondrite,Stony,9.32,1,Found,1986,35.66667,-71.5
MET 01076,CM2,Chondrite,Stony,9.2,1,Found,2001,159.75,-79.68333
MET 00632,CM2,Chondrite,Stony,9.08,1,Found,2000,155.75,-79.68333
QUE 99443,CM2,Chondrite,Stony,8.7,1,Found,1999,168,-84
EET 83224,CM2,Chondrite,Stony,8.6,1,Found,1983,157.39528,-76.31222
ALH 85004,CM2,Chondrite,Stony,8.4,1,Found,1985,157.18083,-77.035
Y-794083,CM2,Chondrite,Stony,8.18,1,Found,1979,35.66667,-71.5
Y-794074,CM2,Chondrite,Stony,8.13,1,Found,1979,35.66667,-71.5
Y-75293,CM2,Chondrite,Stony,8.1,1,Found,1975,35.66667,-71.5
RKP 92402,CM2,Chondrite,Stony,8,1,Found,1992,158.1622,-76.24205
ALH 84032,CM2,Chondrite,Stony,7.9,1,Found,1984,157.07168,-77.0394
LAP 02302,CM2,Chondrite,Stony,7.86,1,Found,2002,-70,-86.36667
RKP 92400,CM2,Chondrite,Stony,7.8,1,Found,1992,158.06295,-76.2314
Y-793564,CM2,Chondrite,Stony,7.48,1,Found,1979,35.66667,-71.5
Y-794077,CM2,Chondrite,Stony,7.38,1,Found,1979,35.66667,-71.5
LEW 88002,CM2,Chondrite,Stony,7.2,1,Found,1988,161.36849,-84.2804
MAC 02606,CM2,Chondrite,Stony,7.2,1,Found,2002,160.5,-84.21667
QUE 94582,CM2,Chondrite,Stony,7.1,1,Found,1994,168,-84
MET 001012,CM2,Chondrite,Stony,7.1,1,Found,2000,155.75,-79.68333
ALH 88052,CM2,Chondrite,Stony,7,1,Found,1988,159.15664,-76.70593
RKP 92401,CM2,Chondrite,Stony,7,1,Found,1992,158.15472,-76.24068
A-881955,CM2,Chondrite,Stony,40,1,Found,1988,26,-72
QUE 93017,CM2,Chondrite,Stony,8.8,1,Found,1993,168,-84
LAP 02348,CM2,Chondrite,Stony,6.86,1,Found,2002,-70,-86.36667
Y-790123,CM2,Chondrite,Stony,6.79,1,Found,1979,35.66667,-71.5
Y-86700,CM2,Chondrite,Stony,6.56,1,Found,1986,35.66667,-71.5
LEW 85306,CM2,Chondrite,Stony,6.5,1,Found,1985,161.36826,-84.28229
Y-86699,CM2,Chondrite,Stony,6.5,1,Found,1986,35.66667,-71.5
LEW 86009,CM2,Chondrite,Stony,6.5,1,Found,1986,161.43109,-84.25721
Y-86697,CM2,Chondrite,Stony,6.35,1,Found,1986,35.66667,-71.5
ALH 84030,CM2,Chondrite,Stony,6.2,1,Found,1984,157.08925,-77.04114
Dho 1619,CM2,Chondrite,Stony,6.18,1,Found,2007,54.43995,18.67458
Y-86698,CM2,Chondrite,Stony,6.12,1,Found,1986,35.66667,-71.5
MET 00434,CM2,Chondrite,Stony,6.1,1,Found,2000,155.75,-79.68333
EET 99437,CM2,Chondrite,Stony,6,1,Found,1999,157.16667,-76.18333
MET 00810,CM2,Chondrite,Stony,5.91,1,Found,2000,155.75,-79.68333
EET 96018,CM2,Chondrite,Stony,5.89,1,Found,1996,157.16667,-76.18333
Y-793500,CM2,Chondrite,Stony,5.67,1,Found,1979,35.66667,-71.5
Y-8412,CM2,Chondrite,Stony,5.63,1,Found,1984,35.66667,-71.5
LEW 86008,CM2,Chondrite,Stony,5.6,1,Found,1986,161.41149,-84.25793
EET 92005,CM2,Chondrite,Stony,5.4,1,Found,1992,156.298,-76.03298
MET 00781,CM2,Chondrite,Stony,5.36,1,Found,2000,155.75,-79.68333
EET 96011,CM2,Chondrite,Stony,5.34,1,Found,1996,157.16667,-76.18333
ALH 84053,CM2,Chondrite,Stony,5.2,1,Found,1984,157.00819,-77.02037
PCA 91327,CM2,Chondrite,Stony,5.2,1,Found,1991,-69.0677,-85.67811
ALHA78261,CM2,Chondrite,Stony,5.1,1,Found,1978,159.66667,-76.71667
EET 96007,CM2,Chondrite,Stony,5.1,1,Found,1996,157.16667,-76.18333
GRV 050179,CM2,Chondrite,Stony,5.03,1,Found,2006,75.22333,-72.95889
Y-82099,CM2,Chondrite,Stony,4.93,1,Found,1982,35.66667,-71.5
Y-86694,CM2,Chondrite,Stony,4.91,1,Found,1986,35.66667,-71.5
QUE 94222,CM2,Chondrite,Stony,4.8,1,Found,1994,168,-84
ALHA81004,CM2,Chondrite,Stony,4.7,1,Found,1981,158.1734,-76.81838
LEW 86005,CM2,Chondrite,Stony,4.7,1,Found,1986,161.41638,-84.25807
Y-86015,CM2,Chondrite,Stony,4.64,1,Found,1986,35.66667,-71.5
Y-74641,CM2,Chondrite,Stony,4.59,1,Found,1974,35.90556,-71.70278
MET 01071,CM2,Chondrite,Stony,4.5,1,Found,2001,159.75,-79.68333
Y-86701,CM2,Chondrite,Stony,4.46,1,Found,1986,35.66667,-71.5
ALH 84047,CM2,Chondrite,Stony,4.4,1,Found,1984,157.07168,-77.03953
PCA 91203,CM2,Chondrite,Stony,4.2,1,Found,1991,-68.77936,-85.68144
ALH 83016,CM2,Chondrite,Stony,4.1,1,Found,1983,158.20601,-76.82256
LEW 87001,CM2,Chondrite,Stony,4,1,Found,1987,161.36389,-84.34355
ALH 85012,CM2,Chondrite,Stony,3.9,1,Found,1985,157.18333,-77.035
Y-794079,CM2,Chondrite,Stony,3.72,1,Found,1979,35.66667,-71.5
GRV 020025,CM2,Chondrite,Stony,3.6,1,Found,2002,75.27528,-73.0775
QUE 93004,CM2,Chondrite,Stony,3.5,1,Found,1993,162.14832,-84.6046
QUE 97657,CM2,Chondrite,Stony,3.5,1,Found,1997,168,-84
Y-793530,CM2,Chondrite,Stony,3.33,1,Found,1979,35.66667,-71.5
Y-82090,CM2,Chondrite,Stony,3.31,1,Found,1982,35.66667,-71.5
Y-8452,CM2,Chondrite,Stony,3.29,1,Found,1984,35.66667,-71.5
ALH 84050,CM2,Chondrite,Stony,3.2,1,Found,1984,156.97949,-77.01641
ALH 84035,CM2,Chondrite,Stony,3.2,1,Found,1984,156.97646,-76.99221
ALH 85010,CM2,Chondrite,Stony,3.2,1,Found,1985,156.14247,-76.83631
Y-86702,CM2,Chondrite,Stony,3.2,1,Found,1986,35.66667,-71.5
LEW 87249,CM2,Chondrite,Stony,3.1,1,Found,1987,161.4094,-84.34145
Y-86736,CM2,Chondrite,Stony,3.09,1,Found,1986,35.66667,-71.5
ALH 84036,CM2,Chondrite,Stony,2.8,1,Found,1984,156.83534,-76.89532
PCA 91147,CM2,Chondrite,Stony,2.8,1,Found,1991,-69.05236,-85.67645
QUE 97621,CM2,Chondrite,Stony,2.8,1,Found,1997,168,-84
ALH 85106,CM2,Chondrite,Stony,2.7,1,Found,1985,156.53479,-76.91052
QUE 93006,CM2,Chondrite,Stony,2.7,1,Found,1993,162.56943,-84.57594
QUE 94220,CM2,Chondrite,Stony,2.6,1,Found,1994,168,-84
PCA 02011,CM2,Chondrite,Stony,2.6,1,Found,2002,-68.7,-85.63333
Y-8403,CM2,Chondrite,Stony,2.51,1,Found,1984,35.66667,-71.5
QUE 97676,CM2,Chondrite,Stony,2.4,1,Found,1997,168,-84
